139,2019/12/19,c5,726,12271469
146,2019/12/19,c5,1199,12271469
149,2019/12/19,c5,198,12271469
210,2019/12/24,c5,66,12271469
249,2019/12/24,c5,330,12271469
260,2019/12/24,c5,66,12271469
664,2020/01/07,c5,396,12271469
1770,2020/01/30,c5,462,12271469
1796,2020/01/30,c5,330,12271469
1806,2020/01/30,c5,924,12271469
1930,2020/02/04,c5,198,12271469
1940,2020/02/04,c5,528,12271469
1962,2020/02/04,c5,462,12271469
2352,2020/02/12,c5,946,12271469
2526,2020/02/18,c5,330,12271469
2542,2020/02/18,c5,594,12271469
2553,2020/02/18,c5,396,12271469
2554,2020/02/18,c5,198,12271469
